   -15,      2
   -16,      0
   -15,     -4
   -13,     -8
   -11,    -10
    -9,    -12
    -7,    -14
    -5,    -14
    -2,    -15
     3,    -15
     8,    -14
     9,    -11
    10,     -8
    13,     -8
    15,     -7
    14,      0
    14,      3
    13,      7
    10,     10
     7,     10
     6,     14
     5,     15
    -1,     16
    -6,     17
    -9,     15
   -10,     12
   -11,      7
   -14,      6
   -16,      5
   -18,      4
   -17,     -1
   -18,     -5
   -15,     -7
   -14,    -12
   -11,    -13
    -5,    -14
    -3,    -14
     2,    -16
     5,    -14
     7,    -12
    11,    -10
    13,     -8
    13,     -4
    12,     -1
    14,      2
    17,      4
    17,      8
    15,     12
     9,     17
     8,     16
     5,     16
     1,     17
    -4,     15
    -9,     14
   -13,     10
   -15,     10
   -15,      8
   -16,      4
   -16,     -1
   -16,     -5
   -15,     -8
   -14,    -10
    -9,    -13
    -4,    -16
    -2,    -17
     0,    -17
     3,    -16
     6,    -16
    10,    -12
    11,     -9
    16,     -6
    17,     -3
    17,     -1
    14,      3
    13,      6
    13,     11
    11,     13
    11,     13
     6,     15
     4,     18
     0,     15
    -2,     14
    -7,     12
   -11,     12
   -15,     10
   -13,      5
   -12,      3
   -12,      1
   -12,     -1
   -12,     -5
   -13,    -11
   -11,    -14
    -7,    -16
    -4,    -15
     2,    -15
     6,    -13
     9,     -8
    10,     -7
    12,     -7
    14,     -7
    18,     -4
    18,      0
    14,      4
    13,      6
    11,      9
    10,     13
     6,     15
     3,     15
    -1,     15
    -5,     15
    -7,     14
    -9,     13
   -12,     10
   -13,      8
   -13,      4
   -12,      0
   -12,     -3
   -11,     -7
   -12,     -7
    -9,     -8
    -9,    -10
    -6,    -14
    -3,    -14
     2,    -17
     5,    -18
     8,    -16
    11,    -13
    15,    -11
    14,     -7
    14,     -1
    15,      2
    17,      9
    14,     12
    11,     15
     7,     14
     2,     15
    -2,     12
    -2,     15
    -2,     16
    -7,     19
   -11,     16
   -13,     12
   -14,      7
   -15,      1
   -16,     -2
   -15,     -4
   -13,     -9
   -11,    -13
    -9,    -13
    -6,    -15
    -2,    -15
     2,    -15
     4,    -15
     8,    -13
    12,    -10
    12,     -5
    13,     -3
    13,     -2
    14,      2
    12,      5
    10,      7
    10,      9
     9,     14
     7,     16
     4,     19
     0,     17
    -5,     16
    -6,     14
    -9,     13
   -12,     10
   -14,      8
   -16,      1
   -16,     -3
   -15,     -6
   -14,     -8
   -12,    -11
    -8,    -13
    -6,    -14
    -2,    -17
     0,    -18
     2,    -18
     6,    -17
     7,    -14
    11,    -11
    14,     -7
    13,     -3
    14,      0
    15,      3
    14,      7
    11,     10
     8,     11
     6,     12
     6,     13
     3,     13
    -3,     18
    -7,     16
   -12,     12
   -11,     13
   -14,      8
   -15,      6
   -16,      1
   -15,     -4
   -15,     -8
   -14,    -11
   -14,    -11
   -17,    -14
   -14,    -16
   -10,    -19
    -3,    -19
     2,    -18
     8,    -17
    10,    -12
    13,     -7
    14,     -5
    15,     -3
    15,      1
    13,      6
    12,      6
     9,      9
     9,     12
     5,     15
     4,     18
     0,     16
    -7,     16
    -8,     16
    -9,     13
   -10,     10
   -14,      8
   -17,      5
   -18,      2
   -17,     -2
   -15,     -6
   -14,     -9
   -10,    -11
    -8,    -12
    -5,    -14
    -2,    -15
     1,    -17
     6,    -16
     9,    -14
    12,    -13
    15,     -8
    16,     -5
    16,     -1
    17,      3
    17,      5
    14,      6
    11,      9
    10,     11
     4,     12
     2,     13
     1,     14
    -4,     16
    -8,     13
    -9,     12
   -12,      9
   -14,      6
   -16,      2
   -16,     -2
   -18,     -6
   -15,     -8
   -10,     -9
    -9,    -12
    -6,    -14
    -3,    -15
     0,    -15
     2,    -13
     6,    -13
    10,    -14
    14,    -11
    16,     -7
    17,     -3
    15,      0
    16,      4
    14,      5
    12,      6
     8,     11
     6,     13
     5,     13
     2,     13
    -3,     14
    -6,     13
    -8,     12
   -10,     11
   -14,      9
   -18,      5
   -19,     -1
   -15,     -6
   -11,     -9
   -10,     -8
    -8,    -12
    -6,    -18
    -4,    -21
    -2,    -21
     2,    -18
     5,    -16
     7,    -13
    10,    -11
    13,    -10
