                    0,                     0
                    0,                     0
                    0,                     0
                    0,                     0
           -180388628,             -90194314
           -180388628,             -90194314
           -218502169,             103349798
           -218502169,             103349798
           -218502169,             103349798
           -218502169,             103349798
           -218502169,             103349798
           -127716966,             150412389
            -91563707,             137261280
            -72199017,              72454370
            -26934856,              46479218
            -52827135,               1394812
           -130181325,              -4953960
           -158386523,              23367161
           -222365536,              29712646
           -277845236,              -4673226
           -277845236,              -4673226
           -367206015,             -43313913
           -367206015,             -43313913
           -340334593,            -223572600
           -340334593,            -223572600
           -339465555,            -126511736
           -332127714,             -23159362
           -332127714,             -23159362
           -332127714,             -23159362
           -511519959,              54219528
           -511519959,              54219528
           -511519959,              54219528
           -537244340,              79255997
           -561487074,              53045152
           -581410726,              12923930
           -610927729,              -4837098
           -610927729,              -4837098
           -571307354,             -94102138
           -622079624,            -110024664
           -710680282,             -54708724
           -710680282,             -54708724
           -710680282,             -54708724
           -703419726,            -163015165
           -805835567,            -163856226
           -805835567,            -163856226
           -805835567,            -163856226
           -713223747,              29908872
           -713223747,              29908872
           -687174816,              62508273
           -731969829,             110318096
           -752336287,             133177064
           -801934909,              95092670
           -838518919,              69523821
           -903629862,              91579569
           -922521779,             138966948
           -905692175,              91433289
           -954756468,              12435957
           -954756468,              12435957
           -878853574,             -51122504
           -880827319,            -102984456
           -943636294,             -91032856
          -1001738416,             -74988484
          -1016657929,            -133843049
          -1052004233,            -224157698
          -1052004233,            -224157698
          -1052004233,            -224157698
          -1052004233,            -224157698
          -1177697241,             -94636205
          -1177697241,             -94636205
          -1135509444,              47381625
          -1135509444,              47381625
          -1101648450,             -44626816
          -1058114876,             -31557906
          -1019364852,              23322504
          -1024157254,              74964761
          -1091554047,              77223289
          -1085267602,             144397345
          -1069694887,             209564808
          -1003443666,             186309006
           -952509554,             167111872
           -931678328,             111646429
           -922993990,              67046085
           -989635753,              61980475
           -989635753,              61980475
           -989635753,              61980475
           -870702728,            -118594095
           -870702728,            -118594095
           -870702728,            -118594095
           -803666110,            -298626941
           -803666110,            -298626941
           -711060798,            -181766943
           -711060798,            -181766943
           -711060798,            -181766943
           -711060798,            -181766943
           -711060798,            -181766943
           -711060798,            -181766943
           -711060798,            -181766943
           -798863295,            -129907894
           -838614396,            -101591144
           -906559329,            -107874101
           -942789004,            -145628731
          -1016832525,            -209976725
          -1016832525,            -209976725
          -1016832525,            -209976725
          -1016832525,            -209976725
          -1016832525,            -209976725
          -1016832525,            -209976725
          -1028403255,            -108314498
          -1075169311,            -111399165
          -1140315176,            -178394531
          -1140315176,            -178394531
          -1140315176,            -178394531
          -1048470995,            -205570280
          -1001986496,            -119060111
          -1001986496,            -119060111
