     1,      0
    28,     -8
    47,   -116
   120,     13
    16,      7
   119,      0
     0,     27
  -139,      5
    51,     63
   160,    -51
    29,    -58
    60,    -32
   -83,     -3
   -85,      1
     8,    -39
    -6,     21
    40,     76
    22,     23
   119,    -24
    39,    -39
    37,    -20
    20,    -49
   -28,    -74
   -42,    -18
   -40,    -23
   -56,     10
   -45,     29
   -12,     52
    28,     -5
    32,     22
    65,    -25
    55,    -50
     8,    -92
   -23,    -50
   -44,    -16
   -63,      0
   -57,     32
   -21,     57
    13,     54
    47,     54
    59,     22
    43,    -35
    21,    -40
     2,    -55
    -6,    -40
   -41,    -35
   -49,    -16
   -31,     29
   -13,     69
    22,     62
    46,     44
    51,     12
    69,     -2
    42,    -33
     6,    -32
   -34,    -27
   -51,     23
   -53,     54
   -50,     54
   -31,     70
    12,     53
    25,     34
    25,     21
    36,     -7
    46,    -29
    24,    -70
   -16,    -76
   -63,    -38
   -52,    -12
   -56,      1
   -42,     34
   -22,     56
    17,     57
    43,     47
    60,     13
    47,    -31
    22,    -41
    -6,    -43
   -30,    -41
   -54,    -21
   -69,    -25
   -43,     28
   -22,     62
     0,     31
    30,     29
    40,     16
    57,     23
    52,    -16
    78,    -34
    60,    -70
   -24,    -44
   -40,     -7
   -36,    -16
   -13,     -3
    -8,      5
     7,     15
    46,      1
    22,     12
    21,      2
    32,     28
    50,      9
    56,    -34
    19,    -46
    -8,    -48
   -27,    -22
   -44,    -13
   -43,     25
     1,     31
    29,     45
    31,     11
    25,      8
    45,    -13
    22,    -38
    39,    -41
     7,    -66
   -40,    -99
   -63,    -39
   -62,     -5
   -64,     25
   -47,     52
   -17,     51
    16,     50
    46,     59
    28,     19
    36,     -4
    44,    -28
    21,    -50
   -10,    -51
   -20,    -54
   -43,    -65
   -32,    -30
   -36,     13
   -21,     46
    15,     44
    18,     38
    32,     46
    42,     31
    46,      0
    68,    -38
    56,    -42
    37,    -59
    -9,    -53
   -11,    -38
   -52,     17
   -54,     13
   -61,     27
   -43,     36
   -14,     24
     8,     57
    36,     41
    56,     38
    49,      6
    49,    -36
    17,    -32
     0,    -54
   -19,    -47
   -45,    -29
   -30,     -4
   -24,     20
    -7,     29
   -44,     39
   -33,     71
     4,     90
    22,     48
    47,     37
    49,     15
    36,      8
    43,     -1
    30,    -30
    -5,    -30
   -27,    -57
   -60,    -75
   -69,    -45
   -71,     -5
   -50,      5
   -36,     22
   -37,     45
    -9,     58
    -5,     42
    45,     17
    12,     -6
    31,    -24
    53,    -25
    40,    -78
     1,    -52
   -33,    -45
   -30,    -43
   -23,    -57
    -9,    -38
   -26,    -36
   -38,    -15
   -70,     10
   -33,     53
     0,     82
    26,     56
    55,     39
    45,      7
    50,      4
    35,     -9
    16,     -4
    14,    -12
    -1,     -2
   -23,    -25
   -57,    -19
   -71,     -9
   -63,     16
   -47,     23
   -38,     12
   -23,      9
   -40,     53
     0,     56
    51,     70
    36,     32
    44,     24
    51,     23
    44,     -7
    41,     -6
    32,     -7
    11,    -44
   -31,    -63
   -61,    -57
   -44,    -41
   -37,     -1
   -38,     -3
   -26,      4
   -56,     40
   -12,     54
    29,     77
    31,     53
    46,     66
    53,     44
    70,     27
    66,      2
    51,    -19
    40,    -28
    27,    -36
     5,    -32
    -3,    -23
   -15,    -20
   -47,    -36
   -60,    -27
   -78,    -31
   -45,    -38
   -51,     17
   -18,     10
   -21,     27
   -19,     38
    28,     50
    31,     37
    58,     18
    60,     17
    79,     -6
    65,    -10
    58,    -11
    32,    -48
    20,    -44
     6,    -67
   -19,    -64
   -24,    -45
   -60,    -23
   -61,    -61
   -72,    -20
   -84,     -3
   -48,     26
